winner,awayID,homeID,away_wins,away_losses,away_ot,away_pts,away_ptPctg,away_goalsPerGame,away_goalsAgainstPerGame,away_evGGARatio,away_powerPlayPercentage,away_powerPlayGoals,away_powerPlayGoalsAgainst,away_powerPlayOpportunities,away_penaltyKillPercentage,away_shotsPerGame,away_shotsAllowed,away_winScoreFirst,away_winOppScoreFirst,away_winLeadFirstPer,away_winLeadSecondPer,away_winOutshootOpp,away_winOutshotByOpp,away_faceOffsTaken,away_faceOffsWon,away_faceOffsLost,away_faceOffWinPercentage,away_shootingPctg,away_savePctg,home_wins,home_losses,home_ot,home_pts,home_ptPctg,home_goalsPerGame,home_goalsAgainstPerGame,home_evGGARatio,home_powerPlayPercentage,home_powerPlayGoals,home_powerPlayGoalsAgainst,home_powerPlayOpportunities,home_penaltyKillPercentage,home_shotsPerGame,home_shotsAllowed,home_winScoreFirst,home_winOppScoreFirst,home_winLeadFirstPer,home_winLeadSecondPer,home_winOutshootOpp,home_winOutshotByOpp,home_faceOffsTaken,home_faceOffsWon,home_faceOffsLost,home_faceOffWinPercentage,home_shootingPctg,home_savePctg
1,5,13,51,24,7,109,66.5,2.951,2.488,1.0467,23.4,65.0,38.0,278.0,85.0,29.9268,28.7683,0.841,0.368,0.893,0.861,0.614,0.629,4796.0,2445.0,2351.0,51.0,9.9,0.914,29,45,8,66,40.2,2.293,3.195,0.8258,10.0,27.0,63.0,269.0,76.0,29.8902,31.1098,0.567,0.231,0.75,0.938,0.389,0.318,4931.0,2380.0,2551.0,48.3,7.7,0.897
1,2,16,34,37,11,79,48.2,2.634,3.183,0.8343,17.8,49.0,58.0,276.0,78.1,30.939,30.0488,0.5,0.354,0.556,0.556,0.375,0.432,4896.0,2310.0,2586.0,47.2,8.5,0.894,46,21,15,107,65.2,3.183,2.585,1.2703,19.5,50.0,46.0,257.0,81.5,33.1098,27.1829,0.791,0.308,0.852,0.868,0.552,0.583,4873.0,2533.0,2340.0,52.0,9.6,0.905
0,25,52,40,31,11,91,55.5,2.817,2.72,1.0392,15.9,46.0,49.0,290.0,81.4,31.6707,30.3902,0.651,0.308,0.767,0.879,0.5,0.452,5127.0,2568.0,2559.0,50.1,8.9,0.911,37,35,10,84,51.2,2.671,2.817,0.9512,15.4,40.0,49.0,259.0,83.2,30.6829,30.1463,0.6,0.34,0.75,0.76,0.426,0.471,4882.0,2289.0,2593.0,46.9,8.7,0.907
1,1,20,35,29,18,88,53.7,2.402,2.378,0.9275,19.5,47.0,36.0,241.0,86.4,26.8171,25.4756,0.682,0.132,0.667,0.759,0.467,0.364,4624.0,2174.0,2450.0,47.0,9.0,0.907,35,40,7,77,47.0,2.463,2.902,0.7989,15.7,39.0,43.0,249.0,81.7,26.8171,28.5976,0.697,0.245,0.75,0.786,0.324,0.535,4872.0,2253.0,2619.0,46.2,9.2,0.899
0,6,29,54,19,9,117,71.3,3.146,2.085,1.5299,21.7,50.0,43.0,230.0,83.7,31.8659,29.0854,0.837,0.394,0.793,0.911,0.609,0.733,4995.0,2577.0,2418.0,51.6,9.9,0.928,43,32,7,93,56.7,2.756,2.61,1.0567,19.3,54.0,50.0,280.0,82.1,29.6463,30.7805,0.68,0.281,0.733,0.829,0.529,0.522,4824.0,2487.0,2337.0,51.5,9.3,0.915
1,22,10,29,44,9,67,40.9,2.427,3.256,0.7104,17.0,46.0,50.0,271.0,82.1,26.9268,32.878,0.486,0.255,0.714,0.789,0.417,0.321,4886.0,2395.0,2491.0,49.0,9.0,0.901,38,36,8,84,51.2,2.707,3.073,0.9217,19.8,50.0,58.0,252.0,78.4,27.9268,35.9146,0.675,0.262,0.737,0.897,0.533,0.462,5334.0,2574.0,2760.0,48.3,9.7,0.914
1,4,17,42,30,10,94,57.3,2.841,2.768,0.9618,19.7,58.0,48.0,294.0,84.8,30.3659,30.5854,0.744,0.302,0.75,0.829,0.564,0.476,5011.0,2504.0,2507.0,50.0,9.4,0.909,39,28,15,93,56.7,2.646,2.695,1.0333,17.7,50.0,50.0,282.0,83.0,29.9512,29.2805,0.585,0.366,0.667,0.714,0.5,0.444,4900.0,2487.0,2413.0,50.8,8.8,0.908
0,5,14,51,24,7,109,66.5,2.951,2.488,1.0467,23.4,65.0,38.0,278.0,85.0,29.9268,28.7683,0.841,0.368,0.893,0.861,0.614,0.629,4796.0,2445.0,2351.0,51.0,9.9,0.914,46,27,9,101,61.6,2.829,2.549,1.1556,18.5,50.0,52.0,270.0,80.7,29.8293,29.2317,0.738,0.375,0.72,0.848,0.578,0.588,4862.0,2394.0,2468.0,49.2,9.5,0.913
0,21,15,52,22,8,112,68.3,2.988,2.634,1.1176,19.8,50.0,48.0,252.0,80.7,29.5122,32.6585,0.822,0.405,0.818,0.921,0.5,0.761,4907.0,2428.0,2479.0,49.5,10.1,0.919,38,30,14,90,54.9,2.744,2.793,0.8968,23.4,68.0,51.0,291.0,82.0,29.4146,33.5366,0.667,0.25,0.64,0.857,0.5,0.431,5032.0,2436.0,2596.0,48.4,9.3,0.917
1,7,16,21,51,10,52,31.7,1.829,2.963,0.5893,14.1,36.0,51.0,256.0,81.4,26.2927,34.3415,0.29,0.235,0.333,0.667,0.214,0.231,4926.0,2305.0,2621.0,46.8,7.0,0.914,46,21,15,107,65.2,3.183,2.585,1.2703,19.5,50.0,46.0,257.0,81.5,33.1098,27.1829,0.791,0.308,0.852,0.868,0.552,0.583,4873.0,2533.0,2340.0,52.0,9.6,0.905
1,3,19,45,31,6,96,58.5,2.61,2.317,1.0677,18.2,48.0,34.0,264.0,85.3,33.1585,29.4146,0.816,0.318,0.769,0.903,0.537,0.591,4909.0,2397.0,2512.0,48.8,7.9,0.921,52,23,7,111,67.7,2.915,2.293,1.2248,19.8,56.0,42.0,283.0,85.7,29.2927,26.378,0.837,0.333,0.848,0.892,0.617,0.697,4890.0,2536.0,2354.0,51.9,10.0,0.913
1,2,18,34,37,11,79,48.2,2.634,3.183,0.8343,17.8,49.0,58.0,276.0,78.1,30.939,30.0488,0.5,0.354,0.556,0.556,0.375,0.432,4896.0,2310.0,2586.0,47.2,8.5,0.894,38,32,12,88,53.7,2.61,2.841,0.8807,19.2,46.0,47.0,239.0,80.2,29.0488,28.9024,0.75,0.239,0.885,0.857,0.421,0.538,4873.0,2586.0,2287.0,53.1,9.0,0.902
1,25,30,40,31,11,91,55.5,2.817,2.72,1.0392,15.9,46.0,49.0,290.0,81.4,31.6707,30.3902,0.651,0.308,0.767,0.879,0.5,0.452,5127.0,2568.0,2559.0,50.1,8.9,0.911,43,27,12,98,59.8,2.427,2.415,1.15,17.9,45.0,53.0,252.0,78.8,26.5854,27.7195,0.738,0.3,0.769,0.844,0.417,0.541,4703.0,2393.0,2310.0,50.9,9.1,0.913
0,8,23,46,28,8,100,61.0,2.549,2.451,0.9855,17.2,48.0,43.0,279.0,85.1,28.4146,30.9878,0.822,0.243,0.821,0.921,0.607,0.52,5108.0,2532.0,2576.0,49.6,9.0,0.921,36,35,11,83,50.6,2.329,2.634,0.9267,15.2,39.0,46.0,257.0,83.2,30.8171,28.378,0.553,0.341,0.652,0.75,0.4,0.472,4933.0,2534.0,2399.0,51.4,7.6,0.907
1,9,28,37,31,14,88,53.7,2.793,3.146,0.9474,18.4,50.0,61.0,271.0,80.9,32.8293,34.7439,0.65,0.262,0.607,0.774,0.387,0.5,5189.0,2659.0,2530.0,51.2,8.5,0.909,51,22,9,111,67.7,2.915,2.354,1.1655,17.2,50.0,33.0,291.0,84.9,34.7683,27.8171,0.766,0.429,0.75,0.902,0.636,0.609,5204.0,2747.0,2457.0,52.8,8.4,0.915
0,27,12,37,30,15,89,54.3,2.561,2.732,1.0,19.9,56.0,57.0,282.0,79.0,30.4756,30.9878,0.63,0.222,0.719,0.697,0.289,0.605,4931.0,2563.0,2368.0,52.0,8.4,0.912,36,35,11,83,50.6,2.5,2.756,0.8903,14.6,41.0,44.0,281.0,81.7,31.2317,30.939,0.719,0.26,0.8,0.815,0.474,0.39,5042.0,2652.0,2390.0,52.6,8.0,0.911
0,26,13,46,28,8,100,61.0,2.415,2.049,1.2762,15.1,43.0,50.0,284.0,83.1,31.6463,26.2073,0.692,0.333,0.767,0.9,0.528,0.68,4870.0,2569.0,2301.0,52.8,7.6,0.922,29,45,8,66,40.2,2.293,3.195,0.8258,10.0,27.0,63.0,269.0,76.0,29.8902,31.1098,0.567,0.231,0.75,0.938,0.389,0.318,4931.0,2380.0,2551.0,48.3,7.7,0.897
1,9,24,37,31,14,88,53.7,2.793,3.146,0.9474,18.4,50.0,61.0,271.0,80.9,32.8293,34.7439,0.65,0.262,0.607,0.774,0.387,0.5,5189.0,2659.0,2530.0,51.2,8.5,0.909,54,20,8,116,70.7,3.207,2.476,1.3913,16.0,44.0,48.0,275.0,82.2,31.3293,28.6951,0.738,0.575,0.813,0.93,0.633,0.759,5266.0,2591.0,2675.0,49.2,10.2,0.914
1,1,52,35,29,18,88,53.7,2.402,2.378,0.9275,19.5,47.0,36.0,241.0,86.4,26.8171,25.4756,0.682,0.132,0.667,0.759,0.467,0.364,4624.0,2174.0,2450.0,47.0,9.0,0.907,37,35,10,84,51.2,2.671,2.817,0.9512,15.4,40.0,49.0,259.0,83.2,30.6829,30.1463,0.6,0.34,0.75,0.76,0.426,0.471,4882.0,2289.0,2593.0,46.9,8.7,0.907
0,17,6,39,28,15,93,56.7,2.646,2.695,1.0333,17.7,50.0,50.0,282.0,83.0,29.9512,29.2805,0.585,0.366,0.667,0.714,0.5,0.444,4900.0,2487.0,2413.0,50.8,8.8,0.908,54,19,9,117,71.3,3.146,2.085,1.5299,21.7,50.0,43.0,230.0,83.7,31.8659,29.0854,0.837,0.394,0.793,0.911,0.609,0.733,4995.0,2577.0,2418.0,51.6,9.9,0.928
1,22,15,29,44,9,67,40.9,2.427,3.256,0.7104,17.0,46.0,50.0,271.0,82.1,26.9268,32.878,0.486,0.255,0.714,0.789,0.417,0.321,4886.0,2395.0,2491.0,49.0,9.0,0.901,38,30,14,90,54.9,2.744,2.793,0.8968,23.4,68.0,51.0,291.0,82.0,29.4146,33.5366,0.667,0.25,0.64,0.857,0.5,0.431,5032.0,2436.0,2596.0,48.4,9.3,0.917
0,30,7,43,27,12,98,59.8,2.427,2.415,1.15,17.9,45.0,53.0,252.0,78.8,26.5854,27.7195,0.738,0.3,0.769,0.844,0.417,0.541,4703.0,2393.0,2310.0,50.9,9.1,0.913,21,51,10,52,31.7,1.829,2.963,0.5893,14.1,36.0,51.0,256.0,81.4,26.2927,34.3415,0.29,0.235,0.333,0.667,0.214,0.231,4926.0,2305.0,2621.0,46.8,7.0,0.914
1,30,10,43,27,12,98,59.8,2.427,2.415,1.15,17.9,45.0,53.0,252.0,78.8,26.5854,27.7195,0.738,0.3,0.769,0.844,0.417,0.541,4703.0,2393.0,2310.0,50.9,9.1,0.913,38,36,8,84,51.2,2.707,3.073,0.9217,19.8,50.0,58.0,252.0,78.4,27.9268,35.9146,0.675,0.262,0.737,0.897,0.533,0.462,5334.0,2574.0,2760.0,48.3,9.7,0.914
0,7,2,21,51,10,52,31.7,1.829,2.963,0.5893,14.1,36.0,51.0,256.0,81.4,26.2927,34.3415,0.29,0.235,0.333,0.667,0.214,0.231,4926.0,2305.0,2621.0,46.8,7.0,0.914,34,37,11,79,48.2,2.634,3.183,0.8343,17.8,49.0,58.0,276.0,78.1,30.939,30.0488,0.5,0.354,0.556,0.556,0.375,0.432,4896.0,2310.0,2586.0,47.2,8.5,0.894
0,23,4,36,35,11,83,50.6,2.329,2.634,0.9267,15.2,39.0,46.0,257.0,83.2,30.8171,28.378,0.553,0.341,0.652,0.75,0.4,0.472,4933.0,2534.0,2399.0,51.4,7.6,0.907,42,30,10,94,57.3,2.841,2.768,0.9618,19.7,58.0,48.0,294.0,84.8,30.3659,30.5854,0.744,0.302,0.75,0.829,0.564,0.476,5011.0,2504.0,2507.0,50.0,9.4,0.909
1,22,5,29,44,9,67,40.9,2.427,3.256,0.7104,17.0,46.0,50.0,271.0,82.1,26.9268,32.878,0.486,0.255,0.714,0.789,0.417,0.321,4886.0,2395.0,2491.0,49.0,9.0,0.901,51,24,7,109,66.5,2.951,2.488,1.0467,23.4,65.0,38.0,278.0,85.0,29.9268,28.7683,0.841,0.368,0.893,0.861,0.614,0.629,4796.0,2445.0,2351.0,51.0,9.9,0.914
0,16,12,46,21,15,107,65.2,3.183,2.585,1.2703,19.5,50.0,46.0,257.0,81.5,33.1098,27.1829,0.791,0.308,0.852,0.868,0.552,0.583,4873.0,2533.0,2340.0,52.0,9.6,0.905,36,35,11,83,50.6,2.5,2.756,0.8903,14.6,41.0,44.0,281.0,81.7,31.2317,30.939,0.719,0.26,0.8,0.815,0.474,0.39,5042.0,2652.0,2390.0,52.6,8.0,0.911
1,26,14,46,28,8,100,61.0,2.415,2.049,1.2762,15.1,43.0,50.0,284.0,83.1,31.6463,26.2073,0.692,0.333,0.767,0.9,0.528,0.68,4870.0,2569.0,2301.0,52.8,7.6,0.922,46,27,9,101,61.6,2.829,2.549,1.1556,18.5,50.0,52.0,270.0,80.7,29.8293,29.2317,0.738,0.375,0.72,0.848,0.578,0.588,4862.0,2394.0,2468.0,49.2,9.5,0.913
0,28,19,51,22,9,111,67.7,2.915,2.354,1.1655,17.2,50.0,33.0,291.0,84.9,34.7683,27.8171,0.766,0.429,0.75,0.902,0.636,0.609,5204.0,2747.0,2457.0,52.8,8.4,0.915,52,23,7,111,67.7,2.915,2.293,1.2248,19.8,56.0,42.0,283.0,85.7,29.2927,26.378,0.837,0.333,0.848,0.892,0.617,0.697,4890.0,2536.0,2354.0,51.9,10.0,0.913
1,13,18,29,45,8,66,40.2,2.293,3.195,0.8258,10.0,27.0,63.0,269.0,76.0,29.8902,31.1098,0.567,0.231,0.75,0.938,0.389,0.318,4931.0,2380.0,2551.0,48.3,7.7,0.897,38,32,12,88,53.7,2.61,2.841,0.8807,19.2,46.0,47.0,239.0,80.2,29.0488,28.9024,0.75,0.239,0.885,0.857,0.421,0.538,4873.0,2586.0,2287.0,53.1,9.0,0.902
0,8,52,46,28,8,100,61.0,2.549,2.451,0.9855,17.2,48.0,43.0,279.0,85.1,28.4146,30.9878,0.822,0.243,0.821,0.921,0.607,0.52,5108.0,2532.0,2576.0,49.6,9.0,0.921,37,35,10,84,51.2,2.671,2.817,0.9512,15.4,40.0,49.0,259.0,83.2,30.6829,30.1463,0.6,0.34,0.75,0.76,0.426,0.471,4882.0,2289.0,2593.0,46.9,8.7,0.907
1,29,17,43,32,7,93,56.7,2.756,2.61,1.0567,19.3,54.0,50.0,280.0,82.1,29.6463,30.7805,0.68,0.281,0.733,0.829,0.529,0.522,4824.0,2487.0,2337.0,51.5,9.3,0.915,39,28,15,93,56.7,2.646,2.695,1.0333,17.7,50.0,50.0,282.0,83.0,29.9512,29.2805,0.585,0.366,0.667,0.714,0.5,0.444,4900.0,2487.0,2413.0,50.8,8.8,0.908
1,25,21,40,31,11,91,55.5,2.817,2.72,1.0392,15.9,46.0,49.0,290.0,81.4,31.6707,30.3902,0.651,0.308,0.767,0.879,0.5,0.452,5127.0,2568.0,2559.0,50.1,8.9,0.911,52,22,8,112,68.3,2.988,2.634,1.1176,19.8,50.0,48.0,252.0,80.7,29.5122,32.6585,0.822,0.405,0.818,0.921,0.5,0.761,4907.0,2428.0,2479.0,49.5,10.1,0.919
0,9,27,37,31,14,88,53.7,2.793,3.146,0.9474,18.4,50.0,61.0,271.0,80.9,32.8293,34.7439,0.65,0.262,0.607,0.774,0.387,0.5,5189.0,2659.0,2530.0,51.2,8.5,0.909,37,30,15,89,54.3,2.561,2.732,1.0,19.9,56.0,57.0,282.0,79.0,30.4756,30.9878,0.63,0.222,0.719,0.697,0.289,0.605,4931.0,2563.0,2368.0,52.0,8.4,0.912
0,3,15,45,31,6,96,58.5,2.61,2.317,1.0677,18.2,48.0,34.0,264.0,85.3,33.1585,29.4146,0.816,0.318,0.769,0.903,0.537,0.591,4909.0,2397.0,2512.0,48.8,7.9,0.921,38,30,14,90,54.9,2.744,2.793,0.8968,23.4,68.0,51.0,291.0,82.0,29.4146,33.5366,0.667,0.25,0.64,0.857,0.5,0.431,5032.0,2436.0,2596.0,48.4,9.3,0.917
1,20,24,35,40,7,77,47.0,2.463,2.902,0.7989,15.7,39.0,43.0,249.0,81.7,26.8171,28.5976,0.697,0.245,0.75,0.786,0.324,0.535,4872.0,2253.0,2619.0,46.2,9.2,0.899,54,20,8,116,70.7,3.207,2.476,1.3913,16.0,44.0,48.0,275.0,82.2,31.3293,28.6951,0.738,0.575,0.813,0.93,0.633,0.759,5266.0,2591.0,2675.0,49.2,10.2,0.914
0,23,7,36,35,11,83,50.6,2.329,2.634,0.9267,15.2,39.0,46.0,257.0,83.2,30.8171,28.378,0.553,0.341,0.652,0.75,0.4,0.472,4933.0,2534.0,2399.0,51.4,7.6,0.907,21,51,10,52,31.7,1.829,2.963,0.5893,14.1,36.0,51.0,256.0,81.4,26.2927,34.3415,0.29,0.235,0.333,0.667,0.214,0.231,4926.0,2305.0,2621.0,46.8,7.0,0.914
0,12,10,36,35,11,83,50.6,2.5,2.756,0.8903,14.6,41.0,44.0,281.0,81.7,31.2317,30.939,0.719,0.26,0.8,0.815,0.474,0.39,5042.0,2652.0,2390.0,52.6,8.0,0.911,38,36,8,84,51.2,2.707,3.073,0.9217,19.8,50.0,58.0,252.0,78.4,27.9268,35.9146,0.675,0.262,0.737,0.897,0.533,0.462,5334.0,2574.0,2760.0,48.3,9.7,0.914
1,22,2,29,44,9,67,40.9,2.427,3.256,0.7104,17.0,46.0,50.0,271.0,82.1,26.9268,32.878,0.486,0.255,0.714,0.789,0.417,0.321,4886.0,2395.0,2491.0,49.0,9.0,0.901,34,37,11,79,48.2,2.634,3.183,0.8343,17.8,49.0,58.0,276.0,78.1,30.939,30.0488,0.5,0.354,0.556,0.556,0.375,0.432,4896.0,2310.0,2586.0,47.2,8.5,0.894
0,5,4,51,24,7,109,66.5,2.951,2.488,1.0467,23.4,65.0,38.0,278.0,85.0,29.9268,28.7683,0.841,0.368,0.893,0.861,0.614,0.629,4796.0,2445.0,2351.0,51.0,9.9,0.914,42,30,10,94,57.3,2.841,2.768,0.9618,19.7,58.0,48.0,294.0,84.8,30.3659,30.5854,0.744,0.302,0.75,0.829,0.564,0.476,5011.0,2504.0,2507.0,50.0,9.4,0.909
1,29,8,43,32,7,93,56.7,2.756,2.61,1.0567,19.3,54.0,50.0,280.0,82.1,29.6463,30.7805,0.68,0.281,0.733,0.829,0.529,0.522,4824.0,2487.0,2337.0,51.5,9.3,0.915,46,28,8,100,61.0,2.549,2.451,0.9855,17.2,48.0,43.0,279.0,85.1,28.4146,30.9878,0.822,0.243,0.821,0.921,0.607,0.52,5108.0,2532.0,2576.0,49.6,9.0,0.921
1,1,9,35,29,18,88,53.7,2.402,2.378,0.9275,19.5,47.0,36.0,241.0,86.4,26.8171,25.4756,0.682,0.132,0.667,0.759,0.467,0.364,4624.0,2174.0,2450.0,47.0,9.0,0.907,37,31,14,88,53.7,2.793,3.146,0.9474,18.4,50.0,61.0,271.0,80.9,32.8293,34.7439,0.65,0.262,0.607,0.774,0.387,0.5,5189.0,2659.0,2530.0,51.2,8.5,0.909
1,30,14,43,27,12,98,59.8,2.427,2.415,1.15,17.9,45.0,53.0,252.0,78.8,26.5854,27.7195,0.738,0.3,0.769,0.844,0.417,0.541,4703.0,2393.0,2310.0,50.9,9.1,0.913,46,27,9,101,61.6,2.829,2.549,1.1556,18.5,50.0,52.0,270.0,80.7,29.8293,29.2317,0.738,0.375,0.72,0.848,0.578,0.588,4862.0,2394.0,2468.0,49.2,9.5,0.913
0,6,13,54,19,9,117,71.3,3.146,2.085,1.5299,21.7,50.0,43.0,230.0,83.7,31.8659,29.0854,0.837,0.394,0.793,0.911,0.609,0.733,4995.0,2577.0,2418.0,51.6,9.9,0.928,29,45,8,66,40.2,2.293,3.195,0.8258,10.0,27.0,63.0,269.0,76.0,29.8902,31.1098,0.567,0.231,0.75,0.938,0.389,0.318,4931.0,2380.0,2551.0,48.3,7.7,0.897
0,19,16,52,23,7,111,67.7,2.915,2.293,1.2248,19.8,56.0,42.0,283.0,85.7,29.2927,26.378,0.837,0.333,0.848,0.892,0.617,0.697,4890.0,2536.0,2354.0,51.9,10.0,0.913,46,21,15,107,65.2,3.183,2.585,1.2703,19.5,50.0,46.0,257.0,81.5,33.1098,27.1829,0.791,0.308,0.852,0.868,0.552,0.583,4873.0,2533.0,2340.0,52.0,9.6,0.905
0,26,18,46,28,8,100,61.0,2.415,2.049,1.2762,15.1,43.0,50.0,284.0,83.1,31.6463,26.2073,0.692,0.333,0.767,0.9,0.528,0.68,4870.0,2569.0,2301.0,52.8,7.6,0.922,38,32,12,88,53.7,2.61,2.841,0.8807,19.2,46.0,47.0,239.0,80.2,29.0488,28.9024,0.75,0.239,0.885,0.857,0.421,0.538,4873.0,2586.0,2287.0,53.1,9.0,0.902
1,28,25,51,22,9,111,67.7,2.915,2.354,1.1655,17.2,50.0,33.0,291.0,84.9,34.7683,27.8171,0.766,0.429,0.75,0.902,0.636,0.609,5204.0,2747.0,2457.0,52.8,8.4,0.915,40,31,11,91,55.5,2.817,2.72,1.0392,15.9,46.0,49.0,290.0,81.4,31.6707,30.3902,0.651,0.308,0.767,0.879,0.5,0.452,5127.0,2568.0,2559.0,50.1,8.9,0.911
0,17,21,39,28,15,93,56.7,2.646,2.695,1.0333,17.7,50.0,50.0,282.0,83.0,29.9512,29.2805,0.585,0.366,0.667,0.714,0.5,0.444,4900.0,2487.0,2413.0,50.8,8.8,0.908,52,22,8,112,68.3,2.988,2.634,1.1176,19.8,50.0,48.0,252.0,80.7,29.5122,32.6585,0.822,0.405,0.818,0.921,0.5,0.761,4907.0,2428.0,2479.0,49.5,10.1,0.919
1,19,52,52,23,7,111,67.7,2.915,2.293,1.2248,19.8,56.0,42.0,283.0,85.7,29.2927,26.378,0.837,0.333,0.848,0.892,0.617,0.697,4890.0,2536.0,2354.0,51.9,10.0,0.913,37,35,10,84,51.2,2.671,2.817,0.9512,15.4,40.0,49.0,259.0,83.2,30.6829,30.1463,0.6,0.34,0.75,0.76,0.426,0.471,4882.0,2289.0,2593.0,46.9,8.7,0.907
1,27,24,37,30,15,89,54.3,2.561,2.732,1.0,19.9,56.0,57.0,282.0,79.0,30.4756,30.9878,0.63,0.222,0.719,0.697,0.289,0.605,4931.0,2563.0,2368.0,52.0,8.4,0.912,54,20,8,116,70.7,3.207,2.476,1.3913,16.0,44.0,48.0,275.0,82.2,31.3293,28.6951,0.738,0.575,0.813,0.93,0.633,0.759,5266.0,2591.0,2675.0,49.2,10.2,0.914
1,23,5,36,35,11,83,50.6,2.329,2.634,0.9267,15.2,39.0,46.0,257.0,83.2,30.8171,28.378,0.553,0.341,0.652,0.75,0.4,0.472,4933.0,2534.0,2399.0,51.4,7.6,0.907,51,24,7,109,66.5,2.951,2.488,1.0467,23.4,65.0,38.0,278.0,85.0,29.9268,28.7683,0.841,0.368,0.893,0.861,0.614,0.629,4796.0,2445.0,2351.0,51.0,9.9,0.914
0,22,9,29,44,9,67,40.9,2.427,3.256,0.7104,17.0,46.0,50.0,271.0,82.1,26.9268,32.878,0.486,0.255,0.714,0.789,0.417,0.321,4886.0,2395.0,2491.0,49.0,9.0,0.901,37,31,14,88,53.7,2.793,3.146,0.9474,18.4,50.0,61.0,271.0,80.9,32.8293,34.7439,0.65,0.262,0.607,0.774,0.387,0.5,5189.0,2659.0,2530.0,51.2,8.5,0.909
1,10,16,38,36,8,84,51.2,2.707,3.073,0.9217,19.8,50.0,58.0,252.0,78.4,27.9268,35.9146,0.675,0.262,0.737,0.897,0.533,0.462,5334.0,2574.0,2760.0,48.3,9.7,0.914,46,21,15,107,65.2,3.183,2.585,1.2703,19.5,50.0,46.0,257.0,81.5,33.1098,27.1829,0.791,0.308,0.852,0.868,0.552,0.583,4873.0,2533.0,2340.0,52.0,9.6,0.905
0,21,7,52,22,8,112,68.3,2.988,2.634,1.1176,19.8,50.0,48.0,252.0,80.7,29.5122,32.6585,0.822,0.405,0.818,0.921,0.5,0.761,4907.0,2428.0,2479.0,49.5,10.1,0.919,21,51,10,52,31.7,1.829,2.963,0.5893,14.1,36.0,51.0,256.0,81.4,26.2927,34.3415,0.29,0.235,0.333,0.667,0.214,0.231,4926.0,2305.0,2621.0,46.8,7.0,0.914
0,18,8,38,32,12,88,53.7,2.61,2.841,0.8807,19.2,46.0,47.0,239.0,80.2,29.0488,28.9024,0.75,0.239,0.885,0.857,0.421,0.538,4873.0,2586.0,2287.0,53.1,9.0,0.902,46,28,8,100,61.0,2.549,2.451,0.9855,17.2,48.0,43.0,279.0,85.1,28.4146,30.9878,0.822,0.243,0.821,0.921,0.607,0.52,5108.0,2532.0,2576.0,49.6,9.0,0.921
0,6,14,54,19,9,117,71.3,3.146,2.085,1.5299,21.7,50.0,43.0,230.0,83.7,31.8659,29.0854,0.837,0.394,0.793,0.911,0.609,0.733,4995.0,2577.0,2418.0,51.6,9.9,0.928,46,27,9,101,61.6,2.829,2.549,1.1556,18.5,50.0,52.0,270.0,80.7,29.8293,29.2317,0.738,0.375,0.72,0.848,0.578,0.588,4862.0,2394.0,2468.0,49.2,9.5,0.913
1,30,13,43,27,12,98,59.8,2.427,2.415,1.15,17.9,45.0,53.0,252.0,78.8,26.5854,27.7195,0.738,0.3,0.769,0.844,0.417,0.541,4703.0,2393.0,2310.0,50.9,9.1,0.913,29,45,8,66,40.2,2.293,3.195,0.8258,10.0,27.0,63.0,269.0,76.0,29.8902,31.1098,0.567,0.231,0.75,0.938,0.389,0.318,4931.0,2380.0,2551.0,48.3,7.7,0.897
1,3,1,45,31,6,96,58.5,2.61,2.317,1.0677,18.2,48.0,34.0,264.0,85.3,33.1585,29.4146,0.816,0.318,0.769,0.903,0.537,0.591,4909.0,2397.0,2512.0,48.8,7.9,0.921,35,29,18,88,53.7,2.402,2.378,0.9275,19.5,47.0,36.0,241.0,86.4,26.8171,25.4756,0.682,0.132,0.667,0.759,0.467,0.364,4624.0,2174.0,2450.0,47.0,9.0,0.907
0,12,2,36,35,11,83,50.6,2.5,2.756,0.8903,14.6,41.0,44.0,281.0,81.7,31.2317,30.939,0.719,0.26,0.8,0.815,0.474,0.39,5042.0,2652.0,2390.0,52.6,8.0,0.911,34,37,11,79,48.2,2.634,3.183,0.8343,17.8,49.0,58.0,276.0,78.1,30.939,30.0488,0.5,0.354,0.556,0.556,0.375,0.432,4896.0,2310.0,2586.0,47.2,8.5,0.894
1,29,15,43,32,7,93,56.7,2.756,2.61,1.0567,19.3,54.0,50.0,280.0,82.1,29.6463,30.7805,0.68,0.281,0.733,0.829,0.529,0.522,4824.0,2487.0,2337.0,51.5,9.3,0.915,38,30,14,90,54.9,2.744,2.793,0.8968,23.4,68.0,51.0,291.0,82.0,29.4146,33.5366,0.667,0.25,0.64,0.857,0.5,0.431,5032.0,2436.0,2596.0,48.4,9.3,0.917
1,17,27,39,28,15,93,56.7,2.646,2.695,1.0333,17.7,50.0,50.0,282.0,83.0,29.9512,29.2805,0.585,0.366,0.667,0.714,0.5,0.444,4900.0,2487.0,2413.0,50.8,8.8,0.908,37,30,15,89,54.3,2.561,2.732,1.0,19.9,56.0,57.0,282.0,79.0,30.4756,30.9878,0.63,0.222,0.719,0.697,0.289,0.605,4931.0,2563.0,2368.0,52.0,8.4,0.912
